id,cid,tag,blabel,publicview,imgvh,title1,creator1,contributor1,contributor2,contributor3,contributor4,contributor5,contributor6,contributor7,contributor8,contributor9,subject1,subject2,subject3,description1,description2,description3,description4,publisher1,date1,type1,type2,format1,identifier1,identifier2,source1,language1,relation1,coverage1,pdffile,pdfsize,donated
387,0,0012_003049_000587,Amadeus,1,650,Amadeus,University of Tennessee Theatre Department ,"Shaffer, Peter",,,,"Cooke, Thomas P.",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Clarence Brown Company,"Playbill, September 9-24, 1988, Clarence Brown Theatre, Directed by Thomas P. Cooke",1988-89,1980/81-1989/90,"Knoxville, Tenn. : The University of Tennessee",1988-09-09,Text,,image/jpeg,0235,,,English,,"Sept 9-24, 1988",0012_003049_000587.pdf,20156074,
388,0,0012_003049_000588,Uncle Vanya,1,650,Uncle Vanya,University of Tennessee Theatre Department ,"Chekhov, Anton",,,,"Ponomarov, Sergei",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Clarence Brown Company,"Playbill, November 4-19, 1988, Carousel Theatre, Directed by Sergei Ponomarov",1988-89,1980/81-1989/90,"Knoxville, Tenn. : The University of Tennessee",1988-11-04,Text,,image/jpeg,0235,,,English,,"Nov 4-19, 1988",0012_003049_000588.pdf,15867721,
389,0,0012_003049_000589,Deja Vu,1,650,Deja Vu,University of Tennessee Theatre Department ,"Bricaire, Jean-Jacques","Lasaygues, Maurice",,,"Block, Richard",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Clarence Brown Company,"Playbill, February 3-18, 1989, Clarence Brown Theatre, Directed by Richard Block",1988-89,1980/81-1989/90,"Knoxville, Tenn. : The University of Tennessee",1989-02-03,Text,,image/jpeg,0235,,,English,,"Feb 3-18, 1989",0012_003049_000589.pdf,15221784,
390,0,0012_003049_000590,Cloud 9,1,650,Cloud 9,University of Tennessee Theatre Department ,"Churchill, Caryl",,,,"Young, Kevin",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, April 20-29, 1989, Carousel Theatre, Directed by Kevin Young",1988-89,1980/81-1989/90,"Knoxville, Tenn. : The University of Tennessee",1989-04-20,Text,,image/jpeg,0235,,,English,,"Apr 20-29, 1989",0012_003049_000590.pdf,3640458,
391,0,0012_003049_000591,A Little Night Music,1,650,A Little Night Music,University of Tennessee Theatre Department ,"Wheeler, Hugh","Sondheim, Stephen",,,"Harris, Albert J.",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, June 2-24, Clarence Brown Theatre, Directed by Albert J. Harris",1988-89,1980/81-1989/90,"Knoxville, Tenn. : The University of Tennessee",1989-06-02,Text,,image/jpeg,0235,,,English,,"June 2-24, 1989",0012_003049_000591.pdf,20694219,
392,0,0012_003049_000592,Ceremonies in Dark Old Men,1,650,Ceremonies in Dark Old Men,University of Tennessee Theatre Department ,"Elder, Lonne",,,,"Welch, Jackie",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, September 28-October 7, 1989, Carousel Theatre, Directed by Jackie Welch",1989-90,1980/81-1989/90,"Knoxville, Tenn. : The University of Tennessee",1989-09-28,Text,,image/jpeg,0235,,,English,,"Sept 28-Oct 7, 1989",0012_003049_000592.pdf,3552785,
393,0,0012_003049_000593,Crimes of the Heart,1,650,Crimes of the Heart,University of Tennessee Theatre Department ,"Henley, Beth",,,,"Cook, Marcia Mary",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, November 3-18, 1989, Carousel Theatre, Directed by Marcia Mary Cook",1989-90,1980/81-1989/90,"Knoxville, Tenn. : The University of Tennessee",1989-11-03,Text,,image/jpeg,0235,,,English,,"Nov 3-18, 1989",0012_003049_000593.pdf,18321225,
394,0,0012_003049_000594,Heathen Valley,1,650,Heathen Valley,University of Tennessee Theatre Department ,"Linney, Romulus",,,,"Cooke, Thomas P.",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Clarence Brown Company,"Playbill, February 2-17, 1990, Clarence Brown Theatre, Directed by Thomas P. Cooke",1989-90,1980/81-1989/90,"Knoxville, Tenn. : The University of Tennessee",1990-02-02,Text,,image/jpeg,0235,,,English,,"Feb 2-17, 1990",0012_003049_000594.pdf,18169180,
395,0,0012_003049_000595,The Winter's Tale,1,650,The Winter's Tale,University of Tennessee Theatre Department ,"Shakespeare, William",,,,"Daniels, Maurice",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, February 23-March 10, 1990, Carousel Theatre, Directed by Maurice Daniels",1989-90,1980/81-1989/90,"Knoxville, Tenn. : The University of Tennessee",1990-02-23,Text,,image/jpeg,0235,,,English,,"Feb 23-Mar 10, 1990",0012_003049_000595.pdf,18359894,
396,0,0012_003049_000596,On Golden Pond,1,650,On Golden Pond,University of Tennessee Theatre Department ,"Thompson, Ernest",,,,"Mashburn, Robert",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Clarence Brown Company,"Playbill, March 30-April 14, 1990, Clarence Brown Theatre, Directed by Robert R. Mashburn",1989-90,1980/81-1989/90,"Knoxville, Tenn. : The University of Tennessee",1990-03-30,Text,,image/jpeg,0235,,,English,,"Mar 30-Apr 14, 1990",0012_003049_000596.pdf,14712908,
397,0,0012_003049_000597,Aunt Dan and Lemon,1,650,Aunt Dan and Lemon,University of Tennessee Theatre Department ,"Shawn, Wallace",,,,"Cooke, Thomas P.",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, April 19-28, 1990, Carousel Theatre, Directed by Thomas P. Cooke",1989-90,1980/81-1989/90,"Knoxville, Tenn. : The University of Tennessee",1990-04-19,Text,,image/jpeg,0235,,,English,,"Apr 19-28, 1990",0012_003049_000597.pdf,3725140,
398,0,0012_003049_000598,Joseph and the Amazing Technicolor Dreamcoat,1,650,Joseph and the Amazing Technicolor Dreamcoat,University of Tennessee Theatre Department ,"Rice, Tim","Webber, Andrew Lloyd",,,"Pusta, Becky",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, July 27-August 4, 1990, Clarence Brown Theatre, Directed by Becky Pusta",1989-90,1980/81-1989/90,"Knoxville, Tenn. : The University of Tennessee",1990-07-27,Text,,image/jpeg,0235,,,English,,"July 27-Aug 4, 1990",0012_003049_000598.pdf,2149726,
399,0,0012_003049_000599,Steel Magnolias,1,650,Steel Magnolias,University of Tennessee Theatre Department ,"Harling, Robert",,,,"Mashburn, Robert",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, October 4-21, 1990, Directed by Robert Mashburn",1990-91,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1990-10-04,Text,,image/jpeg,0235,,,English,,"Oct 4-21, 1990",0012_003049_000599.pdf,12991913,
400,0,0012_003049_000600,Blood Relations,1,650,Blood Relations,University of Tennessee Theatre Department ,"Pollock, Sharon",,,,"Headrick, Charlotte",,,,Clarence Brown Lab Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, November 11-17, 1990, Lab Theatre in the Clarence Brown Theatre, Directed by Charlotte Headrick",1990-91,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1990-11-01,Text,,image/jpeg,0235,,,English,,"Nov 11-17, 1990",0012_003049_000600.pdf,5893436,
401,0,0012_003049_000601,A Christmas Carol,1,650,A Christmas Carol,University of Tennessee Theatre Department ,"Dickens, Charles",,,,"Harris, Albert J.",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, November 23-December 6, 15-22, 1990, Clarence Brown Theatre, Directed by Albert J. Harris",1990-91,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1990-11-23,Text,,image/jpeg,0235,,,English,,"Nov 23-Dec 6, 15-22, 1990",0012_003049_000601.pdf,19355769,
402,0,0012_003049_000602,Mr. Roosevelt's Train Never Got Here,1,650,Mr. Roosevelt's Train Never Got Here,University of Tennessee Theatre Department ,"Harris, Albert J.",,,,"Cooke, Thomas P.",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Clarence Brown Company,"Playbill, February 1-16, 1991, Clarence Brown Theatre, Directed by Thomas P. Cooke",1990-91,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1991-02-01,Text,,image/jpeg,0235,,,English,,"Feb 1-16, 1991",0012_003049_000602.pdf,18753321,
403,0,0012_003049_000603,Blood Wedding,1,650,Blood Wedding,University of Tennessee Theatre Department ,"Lorca, Federico Garcia",,,,"Mulgrew, Gerard",,,,Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Clarence Brown Company,"Playbill, February 21-March 9, Carousel Theatre, Directed by Gerard Mulgrew",1990-91,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1991-02-21,Text,,image/jpeg,0235,,,English,,"Feb 21-Mar 9,1991",0012_003049_000603.pdf,16720379,
404,0,0012_003049_000604,The Skin of Our Teeth,1,650,The Skin of Our Teeth,University of Tennessee Theatre Department ,"Wilder, Thornton",,,,"Mashburn, Robert",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, April 11-27, 1991, Clarence Brown Theatre, Directed by Robert Mashburn",1990-91,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1991-04-11,Text,,image/jpeg,0235,,,English,,"Apr 11-27, 1991",0012_003049_000604.pdf,16049782,
405,0,0012_003049_000605,Into the Woods,1,650,Into the Woods,University of Tennessee Theatre Department ,"Sondheim, Stephen ","Lapine, James",,,"Harris, Albert J.",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, May 30-June 15, Clarence Brown Theatre, Directed by Albert J. Harris",1990-91,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1991-05-30,Text,,image/jpeg,0235,,,English,,"May 30-June 15, 1991",0012_003049_000605.pdf,18602284,
406,0,0012_003049_000606,When the Nightingale Sings,1,650,When the Nightingale Sings,University of Tennessee Theatre Department ,"Thomas, Joyce Carol","Roberts, Steven",,,"Brown, Stan",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, September 6-22, 1991, Clarence Brown Theatre, Directed by Stan Brown",1991-92,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1991-09-06,Text,,image/jpeg,0235,,,English,,"Sept 6-22, 1991",0012_003049_000606.pdf,18085102,
407,0,0012_003049_000607,The Heidi Chronicles,1,650,The Heidi Chronicles,University of Tennessee Theatre Department ,"Wasserstein, Wendy",,,,"Harris, Albert J.",,,,Ula Love Doughty Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, October 11-27, 1991, Carousel Theatre, Directed by Albert J. Harris",1991-92,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1991-10-11,Text,,image/jpeg,0235,,,English,,"Oct 11-27, 1991 (ULA LOVE - JAN 1991)",0012_003049_000607.pdf,15361274,
408,0,0012_003049_000608,Fanshen,1,650,Fanshen,University of Tennessee Theatre Department ,"Hare, David",,,,"Gould, Bonnie",,,,,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, November 7-17, 1991, Directed by Bonnie Gould",1991-92,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1991-11-07,Text,,image/jpeg,0235,,,English,,"Nov 7-17, 1991",0012_003049_000608.pdf,7129452,
409,0,0012_003049_000609,A Christmas Carol,1,650,A Christmas Carol,University of Tennessee Theatre Department ,"Dickens, Charles",,,,"Weber, Terry",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, November 22-December 22, 1991, Clarence Brown Theatre, Directed by Terry Weber",1991-92,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1991-11-22,Text,,image/jpeg,0235,,,English,,"Nov 22-Dec 22, 1991",0012_003049_000609.pdf,15952995,
410,0,0012_003049_000610,I'm Not Rappaport,1,650,I'm Not Rappaport,University of Tennessee Theatre Department ,"Gardner, Herb",,,,"Jennings, Richard",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Clarence Brown Company,"Playbill, February 7-23, 1992, Clarence Brown Theatre, Directed by Richard Jennings",1991-92,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1992-02-07,Text,,image/jpeg,0235,,,English,,"Feb 7-23, 1992",0012_003049_000610.pdf,13490322,
411,0,0012_003049_000611,Masque of Grace,1,650,Masque of Grace,University of Tennessee Theatre Department ,A Company-Developed Play,,,,"Lewis, Carolyn",,,,Clarence Brown Lab Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, February 13-29, 1992, Clarence Brown Lab Theatre, Directed by Carolyn Lewis",1991-92,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1992-02-13,Text,,image/jpeg,0235,,,English,,"Feb 13-29, 1992",0012_003049_000611.pdf,7756269,
412,0,0012_003049_000612,Twelfth Night,1,650,Twelfth Night,University of Tennessee Theatre Department ,"Shakespeare, William",,,,"Cooke, Thomas P.",,,,Ula Love Doughty Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, March 6-21, 1992, Ula Love Doughty Carousel Theatre, Directed by Tom Cooke",1991-92,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1992-03-06,Text,,image/jpeg,0235,,,English,,"Mar 6-21, 1992",0012_003049_000612.pdf,15278328,
413,0,0012_003049_000613,1776,1,650,1776,University of Tennessee Theatre Department ,"Edwards, Sherman","Stone, Peter",,,"Harris, Albert J.",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, April 10-26, 1992, Clarence Brown Theatre, Directed by Albert J. Harris",1991-92,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1992-04-10,Text,,image/jpeg,0235,,,English,,"Apr 10-26, 1992",0012_003049_000613.pdf,18087174,
414,0,0012_003049_000614,Les Liaisons Dangereuses,1,650,Les Liaisons Dangereuses,University of Tennessee Theatre Department ,"Hampton, Christopher",,,,"Harris, Albert J.",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Clarence Brown Company,"Playbill, June 5-21, 1992, Clarence Brown Theatre, Directed by Albert J. Harris",1991-92,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1992-06-05,Text,,image/jpeg,0235,,,English,,"June 5-21, 1992",0012_003049_000614.pdf,12447304,
415,0,0012_003049_000615,A Man for All Seasons,1,650,A Man for All Seasons,University of Tennessee Theatre Department ,"Bolt, Robert",,,,"Harris, Albert J.",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Clarence Brown Company,"Playbill, September 11-October 3, 1992, Clarence Brown Theatre, Directed by Albert J. Harris",1992-93,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1992-09-11,Text,,image/jpeg,0235,,,English,,"Sept 11-Oct 3, 1992",0012_003049_000615.pdf,10068060,
416,0,0012_003049_000616,The Mandrake,1,650,The Mandrake,University of Tennessee Theatre Department ,"Machiavelli, Niccolo",,,,"Shtokbant, Isaak",,,,Clarence Brown Lab Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, October 2-16, 1992, Clarence Brown Lab Theatre, Directed by Isaak Shtokbant",1992-93,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1992-10-02,Text,,image/jpeg,0235,,,English,,"Oct 2-16, 1992",0012_003049_000616.pdf,6111567,
417,0,0012_003049_000617,A Shayna Maidel,1,650,A Shayna Maidel,University of Tennessee Theatre Department ,"Lebow, Barbara",,,,"Mashburn, Robert",,,,Ula Love Doughty Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, October 30-November 15, 1992, Ula Love Doughty Carousel Theatre, Directed by Robert Mashburn",1992-93,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1992-10-30,Text,,image/jpeg,0235,,,English,,"Oct 30-Nov 15, 1992",0012_003049_000617.pdf,12241723,
418,0,0012_003049_000618,Oliver!,1,650,Oliver!,University of Tennessee Theatre Department ,"Bart, Lionel",,,,"Harris, Albert J.",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, November 20-December 13, 1992, Clarence Brown Theatre, Directed by Albert J. Harris",1992-93,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1992-11-30,Text,,image/jpeg,0235,,,English,,"Nov 20-Dec 13, 1992",0012_003049_000618.pdf,16279068,
419,0,0012_003049_000619,Man and Superman,1,650,Man and Superman,University of Tennessee Theatre Department ,"Shaw, George Bernard",,,,"Cooke, Thomas P.",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Clarence Brown Company,"Playbill, January 29-February 14, 1993, Clarence Brown Theatre, Directed by Thomas P. Cooke",1992-93,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1993-01-29,Text,,image/jpeg,0235,,,English,,"Jan 29-Feb 14, 1993",0012_003049_000619.pdf,15175641,
420,0,0012_003049_000620,Psycho Beach Party,1,650,Psycho Beach Party,University of Tennessee Theatre Department ,"Busch, Charles",,,,"Simpkins, Wayne A.",,,,Ula Love Doughty Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, February 18-March 6, 1993, Ula Love Doughty Carousel Theatre, Directed by Wayne A. Simpkins",1992-93,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1993-02-18,Text,,image/jpeg,0235,,,English,,"Feb 18-Mar 6, 1993",0012_003049_000620.pdf,6716549,
421,0,0012_003049_000621,Liliom,1,650,Liliom,University of Tennessee Theatre Department ,"Molnar, Ferenc",,,,"Lengyel, Gyorgy",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, April 16-May 2, 1993, Clarence Brown Theatre, Directed by Gyorgy Lengyel",1992-93,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1993-04-16,Text,,image/jpeg,0235,,,English,,"Apr 16-May 2, 1993",0012_003049_000621.pdf,14185250,
422,0,0012_003049_000622,Driving Miss Daisy,1,650,Driving Miss Daisy,University of Tennessee Theatre Department ,"Uhry, Alfred",,,,"Mashburn, Robert",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Clarence Brown Company,"Playbill, June 4-20, 1993, Clarence Brown Theatre, Directed by Robert Mashburn",1992-93,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1993-06-04,Text,,image/jpeg,0235,,,English,,"June 4-20, 1993",0012_003049_000622.pdf,12218337,
423,0,0012_003049_000623,I Hate Hamlet,1,650,I Hate Hamlet,University of Tennessee Theatre Department ,"Rudnick, Paul",,,,"Mashburn, Robert",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Clarence Brown Company,"Playbill, August 27-September 12, 1993, Clarence Brown Theatre, Directed by Robert Mashburn",1993-94,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1993-08-27,Text,,image/jpeg,0235,,,English,,"Aug 27-Sept 12, 1993",0012_003049_000623.pdf,12233295,
424,0,0012_003049_000624,The Cowboy! Comedy of Errors,1,650,The Cowboy! Comedy of Errors,University of Tennessee Theatre Department ,"Shakespeare, William","Briggs, John",,,"Briggs, John",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, October 1-17, 1993, Clarence Brown Theatre, Directed by John Briggs",1993-94,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1993-10-01,Text,,image/jpeg,0235,,,English,,"Oct 1-17, 1993",0012_003049_000624.pdf,16931428,
425,0,0012_003049_000625,The Secret Rapture,1,650,The Secret Rapture,University of Tennessee Theatre Department ,"Hare, David",,,,"Oliva, Judy Lee",,,,Ula Love Doughty Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, October 29-November 13, 1993, Ula Love Doughty Carousel Theatre, Directed by Judy Lee Oliva",1993-94,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1993-10-29,Text,,image/jpeg,0235,,,English,,"Oct 29-Nov 13, 1993",0012_003049_000625.pdf,7899228,
426,0,0012_003049_000626,The 1940's Radio Hour,1,650,The 1940's Radio Hour,University of Tennessee Theatre Department ,"Jones, Walton",,,,"Mashburn, Robert",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, November 19-December 12, 1993, Clarence Brown Theatre, Directed by Robert Mashburn",1993-94,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1993-11-19,Text,,image/jpeg,0235,,,English,,"Nov 19-Dec 12, 1993",0012_003049_000626.pdf,20847525,
427,0,0012_003049_000627,Our Country's Good,1,650,Our Country's Good,University of Tennessee Theatre Department ,"Wertenbaker, Timberlake",,,,"Craven, Elizabeth",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Clarence Brown Company,"Playbill, February 4-20, 1994, Clarence Brown Theatre, Directed by Elizabeth Craven",1993-94,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1994-02-04,Text,,image/jpeg,0235,,,English,,"Feb 4-20, 1994",0012_003049_000627.pdf,14516295,
428,0,0012_003049_000628,Top Girls,1,650,Top Girls,University of Tennessee Theatre Department ,"Churchill, Caryl",,,,"Crabtree, Abigail",,,,Ula Love Doughty Carousel Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, March 11-19, 1994, Ula Love Doughty Carousel Theatre, Directed by Abigail Crabtree",1993-94,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1994-03-11,Text,,image/jpeg,0235,,,English,,"Mar 11-19, 1994",0012_003049_000628.pdf,7268753,
429,0,0012_003049_000629,The Royal Hunt of the Sun,1,650,The Royal Hunt of the Sun,University of Tennessee Theatre Department ,"Shaffer, Peter",,,,"Cooke, Thomas P.",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,Clarence Brown Company,"Playbill, April 15-May 1, 1994, Clarence Brown Theatre, Directed by Thomas P. Cooke",1993-94,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1994-04-15,Text,,image/jpeg,0235,,,English,,"Apr 15-May 1, 1994",0012_003049_000629.pdf,30941512,
430,0,0012_003049_000630,A Funny Thing Happened on the Way to the Forum,1,650,A Funny Thing Happened on the Way to the Forum,University of Tennessee Theatre Department ,"Shrevelove, Burt","Gelbart, Larry","Sondheim, Stephen",,"Chrestopoulos, Alex",,,,Clarence Brown Theatre,University of Tennessee (Knoxville campus) - Theatre -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1941.",Theater -- Study and teaching.,UT Theatre,"Playbill, May 27-June 12, 1994, Clarence Brown Theatre, Directed by Alex Chrestopoulos",1993-94,1990/91-1999/00,"Knoxville, Tenn. : The University of Tennessee",1994-05-27,Text,,image/jpeg,0235,,,English,,"May 27-June 12, 1994",0012_003049_000630.pdf,16822783,
